Name,Dates,Start_Lat,Start_Lon,End_Lat,End_Lon,Datum,,,,,,,,,
Luoman6,7/6/16,27.95006901,108.8370755,27.95006901,108.8370755,WGS84,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
THICKNESS,LITHOLOGY,GRAIN_SIZE,COLOUR,FEATURES,HASH,,ASH,ASH_HEIGHT,,DZ,DZ_HEIGHT,,PM_SITE,PM_SAMPLE,PM_HEIGHT
0.33,si,sts,brick red,,,,Luoman6-0.33,0.33,,,,,16TR044,A,0.19
0.02,tuff,tuff,tuff,,,,,,,,,,16TR044,B,0.51
2.65,si,sts,brick red,,,,,,,,,,16TR044,C,0.57
2,si,sts-vfss,brick red,concretions,,,,,,,,,16TR044,D,0.93
,,,,,,,,,,,,,16TR044,E,0.94
,,,,,,,,,,,,,16TR044,F,1.35
,,,,,,,,,,,,,16TR044,G,1.42
,,,,,,,,,,,,,16TR044,H,1.6
,,,,,,,,,,,,,16TR044,I,1.76
,,,,,,,,,,,,,16TR044,J,2.22
,,,,,,,,,,,,,16TR044,K,2.32
,,,,,,,,,,,,,16TR044,L,2.46
,,,,,,,,,,,,,16TR044,M,2.6
,,,,,,,,,,,,,16TR044,N,2.79
,,,,,,,,,,,,,16TR044,P,2.87