key,alpha95,csd,dec,inc,k,n,r,dip_direction,strike,dip
16TR001_16TR002,1.298789530802233,1.8986547112616865,226.87190179229654,37.768378392317445,1820.0279406813938,8.0,7.996153905199181,46.87190179229651,316.9,52.2
16TR003,2.289491416062888,2.76618174543348,232.84037747091207,37.83952716444128,857.4496269816626,6.0,5.994168753658917,52.840377470912074,322.8,52.2
16TR004,2.66822937343046,4.467281212424357,83.84335938054546,59.826956270214914,328.76339304185865,10.0,9.972624689395227,263.84335938054545,173.8,30.2
16TR005,9.105259887402466,12.087453761163324,291.58216071295726,45.34534410897838,44.9055878715617,7.0,6.866386338885906,111.58216071295726,21.6,44.7
16TR006_16TR007_16TR008_16TR009,1.687174303662492,4.18177751811431,212.55470117221333,45.71975926194171,375.1873532658092,20.0,19.949358634200713,32.5547011722133,302.6,44.3
16TR010_16TR011,2.692447633669136,4.507708699362064,200.01701610074477,47.4604430734296,322.89279314504006,10.0,9.97212697157983,20.01701610074474,290.0,42.5
16TR012,2.6099304554933167,2.299950494950585,223.76699812313933,50.75312634302446,1240.3180427576328,4.0,3.9975812655330483,43.76699812313933,313.8,39.2
16TR013,2.060157332940636,2.1800488749201348,201.49501106285294,66.26432746744874,1380.5037073363992,5.0,4.997102506875756,21.49501106285294,291.5,23.7
16TR014_16TR015,3.3873018930687064,3.5823310281466343,163.79637779340266,60.65042468762141,511.2562242926577,5.0,4.992176134372674,343.79637779340266,253.8,29.3
16TR016,1.7192357255232882,1.5153765825070227,310.9816043322069,46.50435607268468,2857.122717484499,4.0,3.9989499925986234,130.98160433220693,41.0,43.5
16TR017,4.110875397369519,3.620545227337071,305.6551257593732,52.2863061701397,500.5207466674756,4.0,3.9940062424585308,125.65512575937322,35.7,37.7
16TR018_16TR019,6.915841522357123,7.292622866280909,308.4549586260406,52.32414106336187,123.36800110282685,5.0,4.967576681438925,128.4549586260406,38.5,37.7
16TR020,3.3615449570638805,2.9615376652774246,3.1533080816310437,79.50109415987978,748.0584221591126,4.0,3.995989618041675,183.15330808163105,93.2,10.5
16TR021_16TR022,2.631005812147291,4.659983671928199,299.3774803324526,58.44980549632621,302.1351460760776,11.0,10.966902228589182,119.37748033245259,29.4,31.6
16TR023,1.8368095315314088,2.21968487530611,297.80739333206066,64.1964147850974,1331.6417172145518,6.0,5.996245236285884,117.80739333206066,27.8,25.8
16TR024_16TR025_16TR026,1.300390006361912,2.4256755951982183,293.9435146309501,59.28501524433622,1115.0763381411746,12.0,11.99013520453825,113.94351463095012,23.9,30.7
16TR027,3.045610639034375,4.44703672478057,306.6280431015614,50.61840846119197,331.76350133510516,8.0,7.978900632613804,126.62804310156139,36.6,39.4
16TR028,1.2493074360748884,1.101257964086193,299.2135060520654,68.754985281397,5409.933334600922,4.0,3.9994454645160205,119.21350605206538,29.2,21.2
16TR029,3.214044445004763,2.8317456612941263,302.462831337008,48.272720520081904,818.2039093549356,4.0,3.9963334323318436,122.46283133700803,32.5,41.7
16TR030_16TR031_16TR032_16TR033,0.664533531548698,1.6930266760422188,281.00971409973187,75.89478138294442,2288.982306095393,21.0,20.991262492529216,101.00971409973187,11.0,14.1
16TR034,1.3724478112741294,1.2097832576010947,3.113144302663419,76.51263701901807,4482.857128892249,4.0,3.99933078393673,183.11314430266341,93.1,13.5
16TR035A-G,4.82752854820211,3.1693433627126644,177.79623781689048,64.77410120076456,653.1778553170948,3.0,2.9969380468371374,357.7962378168905,267.8,25.2
16TR035H-TT,2.01058605072415,3.9239968071441194,189.33990457138322,70.53807924951839,426.1011900056387,13.0,12.971837675459575,9.339904571383215,279.3,19.5
16TR036,5.12297938829972,3.36296931861308,120.66960235571207,3.00101337405346,580.1285345901908,3.0,2.99655248814573,300.6696023557121,210.7,87.0
16TR037_16TR038A-C,4.840899741871573,4.261907412165656,282.7187618502795,74.28045864965833,361.2118724742367,4.0,3.991694625153236,102.71876185027952,12.7,15.7
16TR038D-Z_16TR039,1.662728823867474,3.100711083347572,261.6810608886424,73.67990620930455,682.4132245918672,12.0,11.983880734423664,81.68106088864238,351.7,16.3
16TR040,2.013519706302477,2.433055035094735,273.0104248430282,67.88632507710246,1108.3225574044782,6.0,5.995488677942539,93.0104248430282,3.0,22.1
16TR041,1.5575916343913079,1.6484788497690006,247.77561402946947,84.83998290215357,2414.36695773154,5.0,4.99834325101775,67.77561402946947,337.8,5.2
16TR042,4.07925635414605,3.5927506288463436,240.18648718945025,81.6448597464726,508.2950608137024,4.0,3.9940979162866594,60.18648718945025,330.2,8.4
16TR043,2.7514448013868553,2.910782362858739,292.5589711274609,85.5933797972379,774.3736529229262,5.0,4.994834535001415,112.5589711274609,22.6,4.4
16TR044,1.9784540329807667,2.390718383270837,289.7454082272112,80.44721712188681,1147.9241580017128,6.0,5.995644311546937,109.74540822721121,19.7,9.6
16TR045,6.376402059542713,9.265565690656882,151.57563107993286,55.91629619483226,76.42336546629555,8.0,7.908404975922093,331.57563107993286,241.6,34.1
16TR047_16TR048_16TR049_16TR050_16TR051_16TR052_16TR059,3.939124570678589,2.5867898197201726,31.37812649637938,66.33806180940817,980.500346595071,3.0,2.997960225096355,211.37812649637937,121.4,23.7
16TR053_16TR054_16TR058,3.37966456286488,3.5742689040596023,67.99632567984999,55.87856003435832,513.565205408334,5.0,4.99221131034993,247.99632567984997,158.0,34.1
16TR055_16TR056_16TR057,3.1568944501317215,3.339064664868882,57.03934279215931,66.88074159541829,588.4646487024555,5.0,4.993202650305639,237.03934279215932,147.0,23.1
16TR060_16TR061_16TR062,3.013562641796498,3.1876898544741774,36.85204719403015,68.94402931151345,645.6808668461468,5.0,4.993804989112442,216.85204719403015,126.9,21.1
16TR063_16TR064_16TR065,3.445394637866018,2.26284696785382,18.54544355710581,63.36566060479904,1281.3260891302634,3.0,2.998439117085833,198.5454435571058,108.5,26.6
16TR066_16TR067_16TR068_16TR069,9.38965657302108,6.150663190060104,58.15397664406556,76.8544568577635,173.4307676044376,3.0,2.9884680208268373,238.15397664406555,148.2,13.1
